date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Power and fuel expenses_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Power and fuel expense_YRLY,Depreciation and amortisation expenses_YRLY,POWER & FUEL_YRLY,Deferred tax_YRLY,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_YRLY",Employee benefits expenses_YRLY,Purchases of Stock in Trade_YRLY,Purchase of Traded Goods_YRLY,Plastic Business_YRLY,Other Operating Income_YRLY,"Changes in inventories of finished goods, wip and Stock-in-trade_YRLY",Equity Capital_YRLY,Employee Benefit Expenses_YRLY,"Profit or Loss, Attributable to Owners of Parent_YRLY","Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",Profit before Interest and Exceptional Items_YRLY,"Total Profit or Loss, Attributable to Non-Controlling Interests_YRLY",Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Interest_YRLY,Prior Period Items_YRLY,Comprehensive Income for the Period Attributable to Owners of Parent_YRLY,Extraordinary Items_YRLY,EPS before Extraordinary items (in Rs)_YRLY,Reserves_YRLY,Cost of Investment In Sub_YRLY,Face Value (in Rs)_YRLY,Deferred Tax_YRLY,Percentage of Public Shareholding_YRLY,Number of Public Shareholding_YRLY,% of the total share capital of the company_YRLY,Net Sales/Revenue From Operations_YRLY,Raw Material Consumed _YRLY,Cost of Premises Sold_YRLY,Employees Cost_YRLY,"Depreciation, Amortisation & Impairment_YRLY",(Increase) / Decrease in Stock in Trade_YRLY,Other Expenditure_YRLY,Cost of Goods Traded_YRLY,Construction Business_YRLY,Corporate Tax_YRLY,Non-encumbered Number of Shares_YRLY,Basic & Diluted EPS before Extraordinary items_YRLY,% of the total of promoter & promoter group_YRLY
2016-10-05,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-08,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-09,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-11,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-13,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-14,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-15,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-16,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-18,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-19,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-20,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-21,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-22,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-23,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-24,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-25,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-27,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-29,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-30,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-02,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-04,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-06,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-07,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-08,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-11,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-13,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-14,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-18,"44,622.60",51.30,"44,673.90","-38,849.40","-28,658.00",-302.60,"-6,705.00",,,,,,"5,824.50","-2,057.80","3,766.70","3,766.70",,0.00,537.30,"4,304.00",0.00,"4,304.00",,0.00,"5,824.50","3,766.70",0.00,0.00,0.00,-22.60,0.00,"4,281.40",0.00,0.00,0.00,0.00,0.00,0.00,,,33.88,33.88,Notes,33.88,33.88,,"-1,542.90",,,"1,219.80","-2,116.80",-743.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
