date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Othe Expenses_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Other Expenses_YRLY,Earlier Year Tax_YRLY,Depreciation and amortisation expenses_YRLY,MATcredit entitlement_YRLY,Revenue from Operations_YRLY,Employee benefits expenses_YRLY,Net Sales / Income from Operations_YRLY,Other Operating Income_YRLY,"Changes in inventories of finished goods, wip and Stock-in-trade_YRLY",Equity Capital_YRLY,Employee Benefit Expenses_YRLY,Provision for Taxation for Earlier Year_YRLY,"Profit or Loss, Attributable to Owners of Parent_YRLY","Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",Profit before Interest and Exceptional Items_YRLY,Financial Cost_YRLY,"Total Profit or Loss, Attributable to Non-Controlling Interests_YRLY",Provision for taxation - Current_YRLY,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Interest_YRLY,Prior Period Items_YRLY,Comprehensive Income for the Period Attributable to Owners of Parent_YRLY,Provision for Deferred Tax_YRLY,Extraordinary Items_YRLY,EPS before Extraordinary items (in Rs)_YRLY,Reserves_YRLY,Cost of Investment In Sub_YRLY,Face Value (in Rs)_YRLY,Basic & Diluted EPS before Extraordinary items_YRLY,MAT Credit entitlement_YRLY,Purchases of Stock in Trade_YRLY
2017-04-18,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-20,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-21,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-24,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-25,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-26,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-21,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-23,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-25,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-26,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-28,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-29,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-30,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,"38,060.60",77.70,"38,138.30","-33,848.20","-21,699.60","-1,316.50","-1,901.40","1,058.90","-1,174.60",,,"4,290.10",-828.80,"3,461.30","3,461.30",-878.10,-219.70,0.00,0.00,"3,461.30",0.00,"3,461.30",,0.00,"4,290.10","3,461.30",0.00,0.00,0.00,-161.10,0.00,"3,300.20",0.00,0.00,0.00,0.00,0.00,0.00,,,40.95,40.95,Notes,40.95,40.95,"-7,352.70",-0.10,"-1,462.30",269.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
